title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"ARRA NEPA Quarterly Report-Second  Report: USDA FNS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2216,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3C2_FNS_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"458 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USDA FAS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2217,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3D2_FAS_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"37 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USDA USFS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2218,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3E2_USFS_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"131 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USDA NRCS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2219,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3F2_NRCS_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"63 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USDA RD Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2220,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3G2_RD_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"38.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USDA Office of Operations Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2221,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach3H(2)_OO_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"32 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DOC","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2222,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach4B_DOC_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,".370 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DOD","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2223,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach5A(2)_DOD_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.16 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: USACE-CW","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2224,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach5B(2)_USACE_NEPA_ARRA_063009_Draft_OMB.XLSM,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"181 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: Dept. of Education","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2225,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach6B_Education_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"448 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second Report: DOE","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2226,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach7B_DOE_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"507 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: Office of Secretary","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2227,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8B_OS_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"363 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: ACF","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2228,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8C_ACF_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"460 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: AoA","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2229,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8D_AoA_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.04 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: AHCRQ","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2230,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8E_AHRQ_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.04 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: CDC","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2231,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8F_CDC_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.04 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: HRSA","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2232,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8G_HRSA_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"372 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHHS: IHS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2233,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8H_IHS_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"329 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second Report: DHHS: NIH","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2234,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach8I_NIH_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"1.04 MB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DHS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2235,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach9B_DHS_NEPA_ARRA_Spreadsheet_063009.xlsx,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,.07422,,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second Report: HUD","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2236,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach10B_HUD_NEPA_ARRA_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"518 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: DOI","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2237,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach11B_DOI_NEPA_ARRA_Summary_Spreadsheet_063009.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"40 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- Second  Report: CNCS","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2238,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/aug2009/Attach18B_CNCS_NEPA_ARRA_063009_Spreadsheet.xls,XLS,,,"United States","June 2009-August 2009",1/25/2010,Quarterly,,,,"Section 1. Population",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"457 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/reports_congress_Aug2009.htm.,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA ARS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2259,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3A(2)_ARS_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,46.5KB,,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA FSA Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2260,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3B(2)_FSA_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,35.5KB,,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA FNS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2261,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3C(3)_FNS_Apr_30_Sprdsht.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,35.5KB,,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
"ARRA NEPA Quarterly Report- First Report: USDA FAS Report","Reports prepared by the Departments and Agencies on status of NEPA progress for activities and projects funded under Division A of the American Recovery and Reinvestment Act of 2009","ARRA, NEPA, Report",1/25/2010,"Executive Office of the President","Kate Gastner",mgastner@ceq.eop.gov,EOP-2262,public,N/A,http://ceq.hss.doe.gov/nepa/attachments/Attachment_3D(2)_FAS_Apr_30_Sprdsht_v2.xls,XLS,,,"United States","April 2009-May 2009",1/25/2010,Quarterly,,,,"Section 6. Geography and Environment",http://ceq.hss.doe.gov/nepa/nepanet.htm,Array,"32.5 KB",,,,"Council on Environmental Quality","Council on Environmental Quality, Executive Office of the President",ceq-eop-gov,"Raw Data Catalog",Administrative,http://ceq.hss.doe.gov/nepa/nepanet.htm,,http://nepa.gov/,http://ceq.hss.doe.gov/nepa/attachments.htm,202-395-0826,Dollar,,Person/Computer,N/A,N/A,"Council on Environmental Quality",Yes,Yes,1,,,,,,,,,,,N,N,N,,
