title,description,keyword,modified,publisher,person,mbox,identifier,accessLevel,dataDictionary,accessURL,format,webService,license,spatial,temporal,issued,accrualPeriodicity,language,granularity,dataQuality,theme,references,distribution,size,landingPage,feed,systemOfRecords,subagency,organizationName,organizationId,category,categoryDesignation,bibliographicCitation,comments,agencyProgramURL,agencyDataSeriesURL,phone,analysisUnit,additionalMetadata,collectionMode,collectionInstrument,dictionaryList,QualityResponsibleAgency,guidelineCompliance,confidentiality,numberOfDatasets,licenseRequirement,statisticalMethodology,sampling,estimation,weighting,disclosureAvoidance,questionnaireDesign,seriesBreaks,nonResponseAdjustment,seasonalAdjustment,isOGD,isAgencyOGD,isHighValue,reasonBeingHighValue,reasonBeingNew
"The Pentagon Channel - Around the Services in Brief audio podcast","An audio version of The Pentagon Channel's  5-minute ""Around The Services"" news program reduced in size for headline updates.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Around the Services",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8315",,DOD-561,public,,http://www.pentagonchannel.mil/podcast/xml/PentagonChannel.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - This Week in the Pentagon audio podcast ","An audio version of the Pentagon Channel's weekly, in-depth exploration of a selected news topic coming out of the Pentagon.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, This Week in the Pentagon",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8316",,DOD-562,public,,http://www.pentagonchannel.mil/podcast/xml/PC_AudioThisWeekinthePentagon.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Briefings, Speeches and Roundtables audio podcast ","An audio version of Pentagon Channel briefings from the DoD briefing studio on a wide range of topics, as well as briefings from Iraq and Afghanistan.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel,  Briefings, Speeches and Roundtables",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8317",,DOD-563,public,,http://www.pentagonchannel.mil/podcast/xml/PentagonChannelBriefings.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Armed with Science: Research and Applications for the Modern Military audio podcast","A weekly audio podcast that discusses the importance of science and technology to military operations and the Department of Defense. Each week, scientists, administrators, and operators discuss cutting-edge scientific research and development sponsored by defense offices. Armed with Science is a product of the Assistant Secretary of Defense for Public Affairs, Defense Media Activity, Emerging Media Directorate.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Armed with Science: Research and Applications for the Modern Military, science, technology, development, researcher, scientist, social media, blogger",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8318",,DOD-564,public,,http://www.pentagonchannel.mil/podcast/xml/PC_Audio_ArmedwithScience.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Dot Mil Docs audio podcast","Audio podcast highlighting topics related to military health. Dot Mil Docs is a product of the Office of the Assistant Secretary of Defense for Health Affairs, Military Health System.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Military Health System, Health Affairs, Dot Mil Docs, health care",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8319",,DOD-565,public,,http://www.pentagonchannel.mil/podcast/xml/PC_DotMilDocsAudio.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Wounded Warrior Diaries video series","Video series in which American servicemembers wounded in combat share stories of their service, including their hard-won battles on the road to recovery.          ","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Wounded Warrior Diaries, combat, recovery, story     ",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8320",,DOD-566,public,,http://www.pentagonchannel.mil/podcast/xml/PC_WoundedWarriorDiaries.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - American Forces Press Service audio podcast","A daily audio podcast featuring top news headlines from the American Forces Press Service.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, American Forces Press Service, headlines",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8321",,DOD-567,public,,http://www.pentagonchannel.mil/podcast/xml/PentagonChannelAFPS.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Chairman of the Joint Chiefs of Staff audio podcast","The Pentagon Channel's weekly interviews with and statements from the Chairman of the Joint Chiefs of Staff on issues concerning servicemembers.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Chairman of the Joint Chiefs of Staff, CJCS, servicemembers",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8322",,DOD-568,public,,http://www.pentagonchannel.mil/podcast/xml/PC_AudioCJCS.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Bloggers' Roundtable audio podcast","An audio podcast that connects bloggers and online journalists with Defense Department civilians, military leaders and subject matter experts. The Roundtable provides source material where available, including audio, photo, video, transcripts, biographies and related fact sheets.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, interview, blogger, blog, social media, online, audio, podcast, Pentagon Channel",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8323",,DOD-569,public,,http://www.pentagonchannel.mil/podcast/xml/PC_AudioBloggersRoundtable.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Heroes audio podcast","The Pentagon Channel's weekly, two-minute profile of an ""American Hero"" who has been awarded the Bronze Star or higher decoration.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, American Hero, hero, bronze star, award",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8324",,DOD-570,public,,http://www.pentagonchannel.mil/podcast/xml/PC_Heroes.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Remembering the Battle of Midway audio podcast","A special, four-part audio series spanning from the Doolittle Raid to the Battle of Coral Sea and ending with the Battle of Midway.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, audio, podcast, Pentagon Channel, Doolittle Raid, Battle of Coral Sea, Remembering the Battle of Midway, Midway, WWII, World War II",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8325",,DOD-571,public,,http://www.pentagonchannel.mil/podcast/xml/PC_Audio_RememberingMidway.xml,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://www.pentagonchannel.mil/podcast.shtml"">http://www.pentagonchannel.mil/podcast.shtml</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Around The Services video channel","From the Pentagon Channel News Center, Around the Services is a daily half-hour video program featuring military news from top Defense officials and the Military Services from around the world.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, video, podcast, Pentagon Channel, Around the Services",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8326",,DOD-572,public,,http://public-xml.feedroom.com/public_rss/pentagontv_rss.xml?channel_id=015d30b2857707fe4fc6721a2df8b8e4742801c2,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0"">http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Pentagon Channel Reports video channel","One-minute news updates airing on The Pentagon Channel at the top of each hour.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, video, podcast, Pentagon Channel, Pentagon Channel Reports, breaking",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8327",,DOD-573,public,,http://public-xml.feedroom.com/public_rss/pentagontv_rss.xml?channel_id=e30e980f045f989a98264f378c5d0b50da6b5a45,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0"">http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Exchange on Air video feed","EXchange On Air invites Pentagon Channel viewers into the world of the Army and Air Force Exchange Service. Fun, relevant and informative, this monthly video program tackles issues that face our armed service members and families everyday.","DoD, Defense, Defence, Army, Air Force, USAF, military, soldier, news, pentagon, video, podcast, Pentagon Channel, Exchange service, family",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8328",,DOD-574,public,,http://public-xml.feedroom.com/public_rss/pentagontv_rss.xml?channel_id=af2414eadebcda4098f1429e8af62624600b5445,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0"">http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"The Pentagon Channel - Marines Headlines","The Pentagon Channel's weekly video update on news and information from around the Marine Corps.","DoD, Defense, Defence, Marines, Marine Corps, USMC, military, soldier, news, pentagon, video, podcast, Pentagon Channel, Marines Headlines",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8329",,DOD-575,public,,http://public-xml.feedroom.com/public_rss/pentagontv_rss.xml?channel_id=96e68c6750a89b9d3dd1127332e88ef059c008fd,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.pentagonchannel.mil"">http://www.pentagonchannel.mil</a>","<a href=""http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0"">http://public-xml.feedroom.com/public_rss/pentagontv_feeds.html?&showfrbrand=0</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Top Stories","An RSS video feed documenting top news stories featuring Defense Department officials and the services.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, top, stories, features, military news, officials, services, world, international, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8329",,DOD-576,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=296a5e24b0a4a29fedcd5b97e280099c4490e542,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=19"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=19</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - 2009 U.S. Air Force Academy Graduation Ceremonies","The 2009 U.S. Air Force Academy Graduation Ceremony in Colorado Springs, CO.","DoD, Defense, Defence, Air Force, USAF, military, soldier, news, pentagon, 2009 United States Air Force, USAF,  Academy,  graduation, ceremony, Colorado Springs, Colorado, Pentagon, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8330",,DOD-577,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=0e878dac09fb6ba057f931dc52884433024a0016,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=18"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=18</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Secretary of Defense","An RSS video feed documenting briefings, press conferences, and speeaches of the Secretary of Defense.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, video, Secretary of Defense, SECDEF, briefing, press conference, speeches, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8331",,DOD-578,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=1fad0b3f138499b2c9fa71b88968752d1d62011b,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=17"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=17</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Chairman of the Joint Chiefs of Staff Viewpoint","An RSS feed documenting weekly interviews with and statements from the Chairman of the Joint Chiefs of Staff on issues concerning servicemembers.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, weekly, interviews, statements, Chairman of the Joint Chiefs of Staff, CJCS, issues, servicemembers, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8332",,DOD-579,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=af49331ddedaac85c979eddf9af1bdf9f1880070,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=16"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=16</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Around the Services In Brief","An RSS video feed documenting the 5-minute version of the Pentagon Channel's ""Around The Services"" program reduced in size for headline updates.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, video, podcast, Pentagon Channel, Around the Services, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8333",,DOD-580,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=00b78e419309aa3eb054166d7f0678138bbfe9d7,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=15"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=15</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - H1N1 Flu News","An RSS feed providing one-stop access to U.S. Government H1N1, avian and pandemic flu information.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, government, H1N1, avian, pandemic, flu, vaccine,  multimedia, social media, video, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8334",,DOD-581,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=faca3e43979383ac32203915868ad547e5a5f08f,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=14"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=14</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - U.S. Coast Guard","An RSS video feed documenting news about the U.S. Coast Guard and commentary.","DoD, Defense, Defence, military, soldier, news, pentagon, Coast Guard, USCG, commentary, video, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8335",,DOD-582,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=849d7068c7b9a8a6375fdb0fefbb113bb7a6705d,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=13"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=13</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - National Guard","An RSS video feed documenting a 30-minute, quarterly newscast featuring stories about National Guard Soldiers, Airmen and Civilians answering our nation's call to duty.","DoD, Defense, Defence, military, soldier, news, pentagon, 30-minute, quarterly, newscast , features, stories, National Guard, soldiers, Airmen, civilians, nation, duty, service, video, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8336",,DOD-583,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=97707495e1b5e8dcf8cc1040b0277b8437ec5344,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=12"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=12</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Armed with Science","An RSS video feed documenting Pentagon Channel reports related to the weekly ""Armed with Science"" audio webcast. ","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, podcast, Pentagon Channel, Armed with Science: Research and Applications for the Modern Military, science, technology, development, researcher, scientist, social media, blogger, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8337",,DOD-584,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=8049c3494cd1672d0107fe7ee4700910e70d1395,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=11"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=11</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
"DoD Vclips - Command Performance","Pentagon Channel program featuring military journalists that take viewers backstage with today's top entertainers for conversations with a uniquely military perspective.","DoD, Defense, Defence, Army, Navy, Air Force, Marines, Marine Corps, Coast Guard, USN, USAF, USMC, USCG, military, soldier, news, pentagon, video, podcast, Pentagon Channel, entertainment, performer, Command Performance, dodvclips",,"Department of Defense","Director of Public Web, Defense Media Activity, Office of the Assistant Secretary of Defense for Public Affairs, pubwebhd@dma.mil, 703-325-8338",,DOD-585,public,,http://dod.xml.feedroom.com/rss.xml?channel_id=ef655ae386e57666d5370e45eb31b46542feaaa5,RSS,,,International,,,"As occurring",,,,"Section 10. National Security and Veterans Affairs",,Array,"20 KB",,,,,"Department of Defense",dod-gov,"Tool Catalog",Administrative,,,"<a href=""http://www.dodvclips.mil/"">http://www.dodvclips.mil/</a>","<a href=""http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=10"">http://public-xml.feedroom.com/public_rss/dod_feeds.html?&showfrbrand=10</a>",,N/A,,,,,"U.S. Department of Defense",Yes,Yes,0,,,,,,,,,,,N,N,N,,
